conf_abbr,conference_name,year,name,author_info,article_link,abstract
iccv,ICCV (Computer Vision),2007,Population Shape Regression From Random Design Data,"Bradley Davis, University of North Carolina at Chapel Hill|; et al.|P. Thomas Fletcher, University of Utah|Elizabeth Bullitt, University of North Carolina at Chapel Hill|Sarang Joshi, University of Utah",https://www.semanticscholar.org/paper/163088df67df32b51aedded945195666db2ce8d0,"Regression analysis is a powerful tool for the study of changes in a dependent variable as a function of an independent regressor variable, and in particular it is applicable to the study of anatomical growth and shape change. When the underlying process can be modeled by parameters in a Euclidean space, classical regression techniques (Hardle, Applied Nonparametric Regression, 1990; Wand and Jones, Kernel Smoothing, 1995) are applicable and have been studied extensively. However, recent work suggests that attempts to describe anatomical shapes using flat Euclidean spaces undermines our ability to represent natural biological variability (Fletcher et al., IEEE Trans. Med. Imaging 23(8), 995–1005, 2004; Grenander and Miller, Q. Appl. Math. 56(4), 617–694, 1998).In this paper we develop a method for regression analysis of general, manifold-valued data. Specifically, we extend Nadaraya-Watson kernel regression by recasting the regression problem in terms of Fréchet expectation. Although this method is quite general, our driving problem is the study anatomical shape change as a function of age from random design image data.We demonstrate our method by analyzing shape change in the brain from a random design dataset of MR images of 97 healthy adults ranging in age from 20 to 79 years. To study the small scale changes in anatomy, we use the infinite dimensional manifold of diffeomorphic transformations, with an associated metric. We regress a representative anatomical shape, as a function of age, from this population."
iccv,ICCV (Computer Vision),2005,Globally Optimal Estimates for Geometric Reconstruction Problems,"Fredrik Kahl, Lund University|Didier Henrion, Laboratory for Analysis and Architecture of Systems",https://www.semanticscholar.org/paper/daf03088b494c8ab508e99f12437883a4e86585d,"We introduce a framework for computing statistically optimal estimates of geometric reconstruction problems. While traditional algorithms often suffer from either local minima or non-optimality—or a combination of both—we pursue the goal of achieving global solutions of the statistically optimal cost-function.Our approach is based on a hierarchy of convex relaxations to solve non-convex optimization problems with polynomials. These convex relaxations generate a monotone sequence of lower bounds and we show how one can detect whether the global optimum is attained at a given relaxation. The technique is applied to a number of classical vision problems: triangulation, camera pose, homography estimation and last, but not least, epipolar geometry estimation. Experimental validation on both synthetic and real data is provided. In practice, only a few relaxations are needed for attaining the global optimum."
iccv,ICCV (Computer Vision),2003,Image-based Rendering using Image-based Priors,"Andrew Fitzgibbon, University of Oxford|; et al.|Yonatan Wexler, Weizmann Institute of Science|Andrew Zisserman, University of Oxford",https://www.semanticscholar.org/paper/d78b523c9bafc73da74f75756acd7eb6b4c0076d,"For this report, the view synthesis algorithm from the paper of the same title by Fitzgibbon et al. [1] was implemented. In this report, the geometric and probabilistic background of the algorithm, as well as necessary optimizations required to make the problem more tractable, are succinctly detailed. Results are then presented and analyzed. It was found that although the use of the texture prior improves the resulting rendered images, the initial photoconsistent estimate without use of the prior is of very good visual quality. There is still however a lot of room for improvements in terms of computational performance."
iccv,ICCV (Computer Vision),2003,Detecting Pedestrians using Patterns of Motion and Appearance,"Paul Viola, Microsoft Research|; et al.|Michael J. Jones, Mitsubishi Electric Research Laboratories|Daniel Snow, Mitsubishi Electric Research Laboratories",https://www.semanticscholar.org/paper/4521ac382772e90607c23af1cff34a04df37e6c4,"This paper describes a pedestrian detection system that integrates image intensity information with motion information. We use a detection style algorithm that scans a detector over two consecutive frames of a video sequence. The detector is trained (using AdaBoost) to take advantage of both motion and appearance information to detect a walking person. Past approaches have built detectors based on appearance information, but ours is the first to combine both sources of information in a single detector. The implementation described runs at about 4 frames/second, detects pedestrians at very small scales (as small as 20/spl times/15 pixels), and has a very low false positive rate. Our approach builds on the detection work of Viola and Jones. Novel contributions of this paper include: i) development of a representation of image motion which is extremely efficient, and ii) implementation of a state of the art pedestrian detection system which operates on low resolution images under difficult conditions (such as rain and snow)."
iccv,ICCV (Computer Vision),2003,"Image Parsing: Unifying Segmentation, Detection and Recognition","Zhuowen Tu, University of California, Los Angeles|; et al.|Xiangrong Chen, University of California, Los Angeles|Alan L. Yuille, University of California, Los Angeles|Song-Chun Zhu, University of California, Los Angeles",https://www.semanticscholar.org/paper/cca9200d9da958b7f90eab901b2f30c04f1e0e9c,"We propose a general framework for parsing images into regions and objects. In this framework, the detection and recognition of objects proceed simultaneously with image segmentation in a competitive and cooperative manner. We illustrate our approach on natural images of complex city scenes where the objects of primary interest are faces and text. This method makes use of bottom-up proposals combined with top-down generative models using the data driven Markov chain Monte Carlo (DDMCMC) algorithm, which is guaranteed to converge to the optimal estimate asymptotically. More precisely, we define generative models for faces, text, and generic regions- e.g. shading, texture, and clutter. These models are activated by bottom-up proposals. The proposals for faces and text are learnt using a probabilistic version of AdaBoost. The DDMCMC combines reversible jump and diffusion dynamics to enable the generative models to explain the input images in a competitive and cooperative manner. Our experiments illustrate the advantages and importance of combining bottom-up and top-down models and of performing segmentation and object detection/recognition simultaneously."
iccv,ICCV (Computer Vision),2001,Probabilistic Tracking with Exemplars in a Metric Space,"Kentaro Toyama & Andrew Blake, Microsoft Research",https://www.semanticscholar.org/paper/7bfe222d83e9dd9117bc4f8508962a01fb0b1626,"A new exemplar-based, probabilistic paradigm for visual tracking is presented. Probabilistic mechanisms are attractive because they handle fusion of information, especially temporal fusion, in a principled manner. Exemplars are selected representatives of raw training data, used here to represent probabilistic mixture distributions of object configurations. Their use avoids tedious hand-construction of object models and problems with changes of topology. Using exemplars in place of a parameterized model poses several challenges, addressed here with what we call the ""Metric Mixture"" (M/sup 2/) approach. The M/sup 2/ model has several valuable properties. Principally, it provides alternatives to standard learning algorithms by allowing the use of metrics that are not embedded in a vector space. Secondly, it uses a noise model that is learned from training data. Lastly, it eliminates any need for an assumption of probabilistic pixelwise independence. Experiments demonstrate the effectiveness of the M/sup 2/ model in two domains tracking walking people using chamfer distances on binary edge images and tracking mouth movements by means of a shuffle distance."
iccv,ICCV (Computer Vision),2001,The Space of All Stereo Images,"Steven Seitz, University of Washington",https://www.semanticscholar.org/paper/f868eb0cfaad536f17ac018377c75ae320ee2027,"A theory of stereo image formation is presented that enables a complete classification of all possible stereo views, including non-perspective varieties. Towards this end, the notion of epipolar geometry is generalized to apply to multiperspective images. It is shown that any stereo pair must consist of rays lying on one of three varieties of quadric surfaces. A unified representation is developed to model all classes of stereo views, based on the concept of a quadric view. The benefits include a unified treatment of projection and triangulation operations for all stereo views. The framework is applied to derive new types of stereo image representations with unusual and useful properties. Experimental examples of these images are constructed and used to obtain 3D binocular object reconstructions."
iccv,ICCV (Computer Vision),1999,Euclidean Reconstruction and Reprojection up to Subgroups,"Yi Ma, University of California, Berkeley|; et al.|Stefano Soatto, Washington University in St. Louis|Jana Kosecka, University of California, Berkeley|Shankar Sastry, University of California, Berkeley",https://www.semanticscholar.org/paper/fff8169a57d8c5b398c7190291bea52928a84dce,"The necessary and sufficient conditions for being able to estimate scene structure, motion and camera calibration from a sequence of images are very rarely satisfied in practice. What exactly can be estimated in sequences of practical importance, when such conditions are not satisfied? In this paper we give a complete answer to this question. For every camera motion that fails to meet the conditions, we give explicit formulas for the ambiguities in the reconstructed scene, motion and calibration. Such a characterization is crucial both for designing robust estimation algorithms (that do not try to recover parameters that cannot be recovered), and for generating novel views of the scene by controlling the vantage point. To this end, we characterize explicitly all the vantage points that give rise to a valid Euclidean reprojection regardless of the ambiguity in the reconstruction. We also characterize vantage points that generate views that are altogether invariant to the ambiguity. All the results are presented using simple notation that involves no tensors nor complex projective geometry, and should be accessible with basic background in linear algebra."
iccv,ICCV (Computer Vision),1999,A Theory of Shape by Space Carving,"Kiriakos Kutulakos, University of Rochester|Steven Seitz, Carnegie Mellon University",https://www.semanticscholar.org/paper/0f6de146325a19d23b5b2cc3607a9d2c8d8f22a8,"In this paper we consider the problem of computing the 3D shape of an unknown, arbitrarily-shaped scene from multiple photographs taken at known but arbitrarily-distributed viewpoints. By studying the equivalence class of all 3D shapes that reproduce the input photographs, we prove the existence of a special member of this class, the photo hull, that (1) can be computed directly from photographs of the scene, and (2) subsumes all other members of this class. We then give a provably-correct algorithm called Space Carving, for computing this shape and present experimental results on complex real-world scenes. The approach is designed to (1) build photorealistic shapes that accurately model scene appearance from a wide range of viewpoints, and (2) account for the complex interactions between occlusion, parallax, shading, and their effects on arbitrary views of a 3D scene."
iccv,ICCV (Computer Vision),1998,Self-Calibration and Metric Reconstruction in spite of Varying and Unknown Internal Camera Paramet...,"Marc Pollefeys, Katholieke Universiteit Leuven|; et al.|Reinhard Koch, Katholieke Universiteit Leuven|Luc Van Gool, Katholieke Universiteit Leuven",https://www.semanticscholar.org/paper/84544813dbe31fd317c2942df9bad8f63bf506e7,In this paper the feasibility of self-calibration in the presence of varying internal camera parameters is under investigation. A self-calibration method is presented which efficiently deals with all kinds of constraints on the internal camera parameters. Within this framework a practical method is proposed which can retrieve metric reconstruction from image sequences obtained with uncalibrated zooming/focusing cameras. The feasibility of the approach is illustrated on real and synthetic examples.
iccv,ICCV (Computer Vision),1998,The Problem of Degeneracy in Structure and Motion Recovery from Uncalibrated Image Sequences,"Phil Torr, Microsoft Research|; et al.|Andrew Fitzgibbon, University of Oxford|Andrew Zisserman, University of Oxford",https://www.semanticscholar.org/paper/882693f7a8e674472d9c605a35b73f498cbde82f,"The aim of this work is the recovery of 3D structure and camera projection matrices for each frame of an uncalibrated image sequence. In order to achieve this, correspondences are required throughout the sequence. A significant and successful mechanism for automatically establishing these correspondences is by the use of geometric constraints arising from scene rigidity. However, problems arise with such geometry guided matching if general viewpoint and general structure are assumed whilst frames in the sequence and/or scene structure do not conform to these assumptions. Such cases are termed degenerate.In this paper we describe two important cases of degeneracy and their effects on geometry guided matching. The cases are a motion degeneracy where the camera does not translate between frames, and a structure degeneracy where the viewed scene structure is planar. The effects include the loss of correspondences due to under or over fitting of geometric models estimated from image data, leading to the failure of the tracking method. These degeneracies are not a theoretical curiosity, but commonly occur in real sequences where models are statistically estimated from image points with measurement error.We investigate two strategies for tackling such degeneracies: the first uses a statistical model selection test to identify when degeneracies occur: the second uses multiple motion models to overcome the degeneracies. The strategies are evaluated on real sequences varying in motion, scene type, and length from 13 to 120 frames."
acl,ACL (Natural Language Processing),2019,Emotion-Cause Pair Extraction: A New Task to Emotion Analysis in Texts,"Rui Xia & Zixiang Ding, Nanjing University of Science and Technology",https://www.semanticscholar.org/paper/Emotion-Cause-Pair-Extraction%3A-A-New-Task-to-in-Xia-Ding/c75e65325995e2eff147af209f5dd0b5edf7ff38,"Emotion cause extraction (ECE), the task aimed at extracting the potential causes behind certain emotions in text, has gained much attention in recent years due to its wide applications. However, it suffers from two shortcomings: 1) the emotion must be annotated before cause extraction in ECE, which greatly limits its applications in real-world scenarios; 2) the way to first annotate emotion and then extract the cause ignores the fact that they are mutually indicative. In this work, we propose a new task: emotion-cause pair extraction (ECPE), which aims to extract the potential pairs of emotions and corresponding causes in a document. We propose a 2-step approach to address this new ECPE task, which first performs individual emotion extraction and cause extraction via multi-task learning, and then conduct emotion-cause pairing and filtering. The experimental results on a benchmark emotion cause corpus prove the feasibility of the ECPE task as well as the effectiveness of our approach."
acl,ACL (Natural Language Processing),2018,Finding syntax in human encephalography with beam search,"John Hale, Cornell University|; et al.|Chris Dyer, DeepMind|Adhiguna Kuncoro, University of Oxford|Jonathan R. Brennan, University of Michigan",https://www.semanticscholar.org/paper/8981a71bb7dc6d0e9a25e24fc742e9cd5a511135,"Recurrent neural network grammars (RNNGs) are generative models of (tree,string) pairs that rely on neural networks to evaluate derivational choices. Parsing with them using beam search yields a variety of incremental complexity metrics such as word surprisal and parser action count. When used as regressors against human electrophysiological responses to naturalistic text, they derive two amplitude effects: an early peak and a P600-like later peak. By contrast, a non-syntactic neural language model yields no reliable effects. Model comparisons attribute the early peak to syntactic composition within the RNNG. This pattern of results recommends the RNNG+beam search combination as a mechanistic model of the syntactic processing that occurs during normal human language comprehension."
acl,ACL (Natural Language Processing),2017,Probabilistic Typology: Deep Generative Models of Vowel Inventories,"Ryan Cotterell & Jason Eisner, Johns Hopkins University",https://www.semanticscholar.org/paper/6fad97c4fe0cfb92478d8a17a4e6aaa8637d8222,"Linguistic typology studies the range of structures present in human language. The main goal of the field is to discover which sets of possible phenomena are universal, and which are merely frequent. For example, all languages have vowels, while most---but not all---languages have an /u/ sound. In this paper we present the first probabilistic treatment of a basic question in phonological typology: What makes a natural vowel inventory? We introduce a series of deep stochastic point processes, and contrast them with previous computational, simulation-based approaches. We provide a comprehensive suite of experiments on over 200 distinct languages."
acl,ACL (Natural Language Processing),2016,Finding Non-Arbitrary Form-Meaning Systematicity Using String-Metric Learning for Kernel Regression,"E. Darío Gutiérrez, University of California, Berkeley|; et al.|Roger Levy, Massachusetts Institute of Technology|Benjamin K. Bergen, University of California, San Diego",https://www.semanticscholar.org/paper/14a0a960c05ad064f0cd40ff81ee059772aaff8b,"Arbitrariness of the sign—the notion that the forms of words are unrelated to their meanings—is an underlying assumption of many linguistic theories. Two lines of research have recently challenged this assumption, but they produce differing characterizations of non-arbitrariness in language. Behavioral and corpus studies have confirmed the validity of localized form-meaning patterns manifested in limited subsets of the lexicon. Meanwhile, global (lexicon-wide) statistical analyses instead find diffuse form-meaning systematicity across the lexicon as a whole. We bridge the gap with an approach that can detect both local and global formmeaning systematicity in language. In the kernel regression formulation we introduce, form-meaning relationships can be used to predict words’ distributional semantic vectors from their forms. Furthermore, we introduce a novel metric learning algorithm that can learn weighted edit distances that minimize kernel regression error. Our results suggest that the English lexicon exhibits far more global form-meaning systematicity than previously discovered, and that much of this systematicity is focused in localized formmeaning patterns."
acl,ACL (Natural Language Processing),2015,Learning Dynamic Feature Selection for Fast Sequential Prediction,"Emma Strubell, University of Massachusetts Amherst|; et al.|Luke Vilnis, University of Massachusetts Amherst|Kate Silverstein, University of Massachusetts Amherst|Andrew McCallum, University of Massachusetts Amherst",https://www.semanticscholar.org/paper/11cb642ff779f2c0976a647e32a59ef2c9d04a8d,"We present paired learning and inference algorithms for significantly reducing computation and increasing speed of the vector dot products in the classifiers that are at the heart of many NLP components. This is accomplished by partitioning the features into a sequence of templates which are ordered such that high confidence can often be reached using only a small fraction of all features. Parameter estimation is arranged to maximize accuracy and early confidence in this sequence. Our approach is simpler and better suited to NLP than other related cascade methods. We present experiments in left-to-right part-of-speech tagging, named entity recognition, and transition-based dependency parsing. On the typical benchmarking datasets we can preserve POS tagging accuracy above 97% and parsing LAS above 88.5% both with over a five-fold reduction in run-time, and NER F1 above 88 with more than 2x increase in speed."
acl,ACL (Natural Language Processing),2015,Improving Evaluation of Machine Translation Quality Estimation,"Yvette Graham, Trinity College Dublin",https://www.semanticscholar.org/paper/7caddbbf06e9aa331a96983db4555c47f24961fa,"Quality estimation evaluation commonly takes the form of measurement of the error that exists between predictions and gold standard labels for a particular test set of translations. Issues can arise during comparison of quality estimation prediction score distributions and gold label distributions, however. In this paper, we provide an analysis of methods of comparison and identify areas of concern with respect to widely used measures, such as the ability to gain by prediction of aggregate statistics specific to gold label distributions or by optimally conservative variance in prediction score distributions. As an alternative, we propose the use of the unit-free Pearson correlation, in addition to providing an appropriate method of significance testing improvements over a baseline. Components of WMT-13 and WMT-14 quality estimation shared tasks are replicated to reveal substantially increased conclusivity in system rankings, including identification of outright winners of tasks."
acl,ACL (Natural Language Processing),2014,Fast and Robust Neural Network Joint Models for Statistical Machine Translation,"Jacob Devlin, BBN Technologies|; et al.|Rabih Zbib, BBN Technologies|Zhongqiang Huang, BBN Technologies|Thomas Lamar, BBN Technologies|Richard Schwartz, BBN Technologies|John Makhoul, BBN Technologies",https://www.semanticscholar.org/paper/0894b06cff1cd0903574acaa7fcf071b144ae775,"Recent work has shown success in using neural network language models (NNLMs) as features in MT systems. Here, we present a novel formulation for a neural network joint model (NNJM), which augments the NNLM with a source context window. Our model is purely lexicalized and can be integrated into any MT decoder. We also present several variations of the NNJM which provide significant additive improvements."
acl,ACL (Natural Language Processing),2013,Grounded Language Learning from Video Described with Sentences,"Haonan Yu & Jeffrey Mark Siskind, Purdue University",https://www.semanticscholar.org/paper/96a0320ef14877038906947b684011cf7378c440,"We present a method that learns representations for word meanings from short video clips paired with sentences. Unlike prior work on learning language from symbolic input, our input consists of video of people interacting with multiple complex objects in outdoor environments. Unlike prior computer-vision approaches that learn from videos with verb labels or images with noun labels, our labels are sentences containing nouns, verbs, prepositions, adjectives, and adverbs. The correspondence between words and concepts in the video is learned in an unsupervised fashion, even when the video depicts simultaneous events described by multiple sentences or when different aspects of a single event are described with multiple sentences. The learned word meanings can be subsequently used to automatically generate description of new video."
acl,ACL (Natural Language Processing),2012,Bayesian Symbol-Refined Tree Substitution Grammars for Syntactic Parsing,"Hiroyuki Shindo, NTT Communication Science Laboratories|; et al.|Yusuke Miyao, National Institute of Informatics|Akinori Fujino, NTT Communication Science Laboratories|Masaaki Nagata, NTT Communication Science Laboratories",https://www.semanticscholar.org/paper/2b920fe2d038571693bd96dafd3ed0dbadc4cb67,"We propose Symbol-Refined Tree Substitution Grammars (SR-TSGs) for syntactic parsing. An SR-TSG is an extension of the conventional TSG model where each nonterminal symbol can be refined (subcategorized) to fit the training data. We aim to provide a unified model where TSG rules and symbol refinement are learned from training data in a fully automatic and consistent fashion. We present a novel probabilistic SR-TSG model based on the hierarchical Pitman-Yor Process to encode backoff smoothing from a fine-grained SR-TSG to simpler CFG rules, and develop an efficient training method based on Markov Chain Monte Carlo (MCMC) sampling. Our SR-TSG parser achieves an F1 score of 92.4% in the Wall Street Journal (WSJ) English Penn Treebank parsing task, which is a 7.7 point improvement over a conventional Bayesian TSG parser, and better than state-of-the-art discriminative reranking parsers."
acl,ACL (Natural Language Processing),2011,Unsupervised Part-of-Speech Tagging with Bilingual Graph-Based Projections,"Dipanjan Das, Carnegie Mellon University|Slav Petrov, Google",https://www.semanticscholar.org/paper/343733a063e491d234a36d3e1090a739318b3566,"We describe a novel approach for inducing unsupervised part-of-speech taggers for languages that have no labeled training data, but have translated text in a resource-rich language. Our method does not assume any knowledge about the target language (in particular no tagging dictionary is assumed), making it applicable to a wide array of resource-poor languages. We use graph-based label propagation for cross-lingual knowledge transfer and use the projected labels as features in an unsupervised model (Berg-Kirkpatrick et al., 2010). Across eight European languages, our approach results in an average absolute improvement of 10.4% over a state-of-the-art baseline, and 16.7% over vanilla hidden Markov models induced with the Expectation Maximization algorithm."
acl,ACL (Natural Language Processing),2010,Beyond NomBank: A Study of Implicit Arguments for Nominal Predicates,"Matthew Gerber & Joyce Y. Chai, Michigan State University",https://www.semanticscholar.org/paper/d8259bcbe9cb0cf5bad6ea25645f4407fc544a1c,"Despite its substantial coverage, NomBank does not account for all within-sentence arguments and ignores extra-sentential arguments altogether. These arguments, which we call implicit, are important to semantic processing, and their recovery could potentially benefit many NLP applications. We present a study of implicit arguments for a select group of frequent nominal predicates. We show that implicit arguments are pervasive for these predicates, adding 65% to the coverage of NomBank. We demonstrate the feasibility of recovering implicit arguments with a supervised classification model. Our results and analyses provide a baseline for future work on this emerging task."
acl,ACL (Natural Language Processing),2009,K-Best A* Parsing,"Adam Pauls & Dan Klein, University of California, Berkeley",https://www.semanticscholar.org/paper/5d850ff0f29debf337eba67f5e7ab57ad5fd8dd5,"A* parsing makes 1-best search efficient by suppressing unlikely 1-best items. Existing k-best extraction methods can efficiently search for top derivations, but only after an exhaustive 1-best pass. We present a unified algorithm for k-best A* parsing which preserves the efficiency of k-best extraction while giving the speed-ups of A* methods. Our algorithm produces optimal k-best parses under the same conditions required for optimality in a 1-best A* parser. Empirically, optimal k-best lists can be extracted significantly faster than with other approaches, over a range of grammar types."
acl,ACL (Natural Language Processing),2009,Concise Integer Linear Programming Formulations for Dependency Parsing,"André F.T. Martins, Telecommunications Institute|; et al.|Noah A. Smith, Carnegie Mellon University|Eric P. Xing, Carnegie Mellon University",https://www.semanticscholar.org/paper/60df78bc14265d4b87ae5993d6b5781ccf7ec5d8,"We formulate the problem of non-projective dependency parsing as a polynomial-sized integer linear program. Our formulation is able to handle non-local output features in an efficient manner; not only is it compatible with prior knowledge encoded as hard constraints, it can also learn soft constraints from data. In particular, our model is able to learn correlations among neighboring arcs (siblings and grandparents), word valency, and tendencies toward nearly-projective parses. The model parameters are learned in a max-margin framework by employing a linear programming relaxation. We evaluate the performance of our parser on data in several natural languages, achieving improvements over existing state-of-the-art methods."
acl,ACL (Natural Language Processing),2009,Reinforcement Learning for Mapping Instructions to Actions,"S.R.K. Branavan, Massachusetts Institute of Technology|; et al.|Harr Chen, Massachusetts Institute of Technology|Luke S. Zettlemoyer, Massachusetts Institute of Technology|Regina Barzilay, Massachusetts Institute of Technology",https://www.semanticscholar.org/paper/cc1648c91ffda21bbe6e5f08f69c683588fc384c,"In this paper, we present a reinforcement learning approach for mapping natural language instructions to sequences of executable actions. We assume access to a reward function that defines the quality of the executed actions. During training, the learner repeatedly constructs action sequences for a set of documents, executes those actions, and observes the resulting reward. We use a policy gradient algorithm to estimate the parameters of a log-linear model for action selection. We apply our method to interpret instructions in two domains --- Windows troubleshooting guides and game tutorials. Our results demonstrate that this method can rival supervised learning techniques while requiring few or no annotated training examples."
acl,ACL (Natural Language Processing),2008,A New String-to-Dependency Machine Translation Algorithm with a Target Dependency Language Model,"Libin Shen, BBN Technologies|; et al.|Jinxi Xu, BBN Technologies|Ralph Weischedel, BBN Technologies",https://www.semanticscholar.org/paper/248d32911670e551db4835a5a5279d2d9673ee37,"In this paper, we propose a novel string-todependency algorithm for statistical machine translation. With this new framework, we employ a target dependency language model during decoding to exploit long distance word relations, which are unavailable with a traditional n-gram language model. Our experiments show that the string-to-dependency decoder achieves 1.48 point improvement in BLEU and 2.53 point improvement in TER compared to a standard hierarchical string-tostring system on the NIST 04 Chinese-English evaluation set."
acl,ACL (Natural Language Processing),2008,Forest Reranking: Discriminative Parsing with Non-Local Features,"Liang Huang, University of Pennsylvania",https://www.semanticscholar.org/paper/e9c7169aba6c8ff772aba06a19a8570b1e01071f,"Conventional n-best reranking techniques often suffer from the limited scope of the nbest list, which rules out many potentially good alternatives. We instead propose forest reranking, a method that reranks a packed forest of exponentially many parses. Since exact inference is intractable with non-local features, we present an approximate algorithm inspired by forest rescoring that makes discriminative training practical over the whole Treebank. Our final result, an F-score of 91.7, outperforms both 50-best and 100-best reranking baselines, and is better than any previously reported systems trained on the Treebank."
acl,ACL (Natural Language Processing),2007,Learning synchronous grammars for semantic parsing with lambda calculus,"Yuk Wah Wong & Raymond J. Mooney, University of Texas at Austin",https://www.semanticscholar.org/paper/c2ecc66c0e5f976b0e0d95c64ed2d1e283a2625d,"This paper presents the first empirical results to our knowledge on learning synchronous grammars that generate logical forms. Using statistical machine translation techniques, a semantic parser based on a synchronous context-free grammar augmented with �operators is learned given a set of training sentences and their correct logical forms. The resulting parser is shown to be the bestperforming system so far in a database query domain."
acl,ACL (Natural Language Processing),2006,Semantic taxonomy induction from heterogenous evidence,"Rion Snow, Stanford University|; et al.|Daniel Jurafsky, Stanford University|Andrew Y. Ng, Stanford University",https://www.semanticscholar.org/paper/93bb6228776eafa606965e21f229d548de1998eb,"We propose a novel algorithm for inducing semantic taxonomies. Previous algorithms for taxonomy induction have typically focused on independent classifiers for discovering new single relationships based on hand-constructed or automatically discovered textual patterns. By contrast, our algorithm flexibly incorporates evidence from multiple classifiers over heterogenous relationships to optimize the entire structure of the taxonomy, using knowledge of a word's coordinate terms to help in determining its hypernyms, and vice versa. We apply our algorithm on the problem of sense-disambiguated noun hyponym acquisition, where we combine the predictions of hypernym and coordinate term classifiers with the knowledge in a preexisting semantic taxonomy (WordNet 2.1). We add 10,000 novel synsets to WordNet 2.1 at 84% precision, a relative error reduction of 70% over a non-joint algorithm using the same component classifiers. Finally, we show that a taxonomy built using our algorithm shows a 23% relative F-score improvement over WordNet 2.1 on an independent testset of hypernym pairs."
acl,ACL (Natural Language Processing),2005,A Hierarchical Phrase-Based Model for Statistical Machine Translation,"David Chiang, University of Maryland",https://www.semanticscholar.org/paper/ad3d2f463916784d0c14a19936c1544309a0a440,"We present a statistical phrase-based translation model that uses hierarchical phrases---phrases that contain subphrases. The model is formally a synchronous context-free grammar but is learned from a bitext without any syntactic information. Thus it can be seen as a shift to the formal machinery of syntax-based translation systems without any linguistic commitment. In our experiments using BLEU as a metric, the hierarchical phrase-based model achieves a relative improvement of 7.5% over Pharaoh, a state-of-the-art phrase-based system."
acl,ACL (Natural Language Processing),2004,Finding Predominant Word Senses in Untagged Text,"Diana McCarthy, University of Sussex|; et al.|Rob Koeling, University of Sussex|Julie Weeds, University of Sussex|John Carroll, University of Sussex",https://www.semanticscholar.org/paper/1aac9a51700b4f548ed4d406d3987c8008876521,"In word sense disambiguation (WSD), the heuristic of choosing the most common sense is extremely powerful because the distribution of the senses of a word is often skewed. The problem with using the predominant, or first sense heuristic, aside from the fact that it does not take surrounding context into account, is that it assumes some quantity of hand-tagged data. Whilst there are a few hand-tagged corpora available for some languages, one would expect the frequency distribution of the senses of words, particularly topical words, to depend on the genre and domain of the text under consideration. We present work on the use of a thesaurus acquired from raw textual corpora and the WordNet similarity package to find predominant noun senses automatically. The acquired predominant senses give a precision of 64% on the nouns of the SENSEVAL-2 English all-words task. This is a very promising result given that our method does not require any hand-tagged text, such as SemCor. Furthermore, we demonstrate that our method discovers appropriate predominant senses for words from two domain-specific corpora."
acl,ACL (Natural Language Processing),2003,Accurate Unlexicalized Parsing,"Dan Klein & Christopher D. Manning, Stanford University",https://www.semanticscholar.org/paper/a600850ac0120cb09a0b7de7da80bb6a7a76de06,"We demonstrate that an unlexicalized PCFG can parse much more accurately than previously shown, by making use of simple, linguistically motivated state splits, which break down false independence assumptions latent in a vanilla treebank grammar. Indeed, its performance of 86.36% (LP/LR F1) is better than that of early lexicalized PCFG models, and surprisingly close to the current state-of-the-art. This result has potential uses beyond establishing a strong lower bound on the maximum possible accuracy of unlexicalized models: an unlexicalized PCFG is much more compact, easier to replicate, and easier to interpret than more complex lexical models, and the parsing algorithms are simpler, more widely understood, of lower asymptotic complexity, and easier to optimize."
acl,ACL (Natural Language Processing),2003,Towards a Model of Face-to-Face Grounding,"Yukiko I. Nakano, Research Institute of Science and Technology for Society|; et al.|Gabe Reinstein, Massachusetts Institute of Technology|Tom Stocky, Massachusetts Institute of Technology|Justine Cassell, Massachusetts Institute of Technology",https://www.semanticscholar.org/paper/d2fa3412d4c9b2867f2952de9851f729761b8f47,"We investigate the verbal and nonverbal means for grounding, and propose a design for embodied conversational agents that relies on both kinds of signals to establish common ground in human-computer interaction. We analyzed eye gaze, head nods and attentional focus in the context of a direction-giving task. The distribution of nonverbal behaviors differed depending on the type of dialogue move being grounded, and the overall pattern reflected a monitoring of lack of negative feedback. Based on these results, we present an ECA that uses verbal and nonverbal grounding acts to update dialogue state."
acl,ACL (Natural Language Processing),2002,Discriminative Training and Maximum Entropy Models for Statistical Machine Translation,"Franz Josef Och & Hermann Ney, RWTH Aachen University",https://www.semanticscholar.org/paper/37fadfb6d60e83e24c72d8a90da5644b39d6e8f0,"We present a framework for statistical machine translation of natural languages based on direct maximum entropy models, which contains the widely used source-channel approach as a special case. All knowledge sources are treated as feature functions, which depend on the source language sentence, the target language sentence and possible hidden variables. This approach allows a baseline machine translation system to be extended easily by adding new feature functions. We show that a baseline statistical machine translation system is significantly improved using this approach."
acl,ACL (Natural Language Processing),2001,Immediate-Head Parsing for Language Models,"Eugene Charniak, Brown University",https://www.semanticscholar.org/paper/71093afbe9da56e599fd7af8a5d4832ad0b15ded,"Semantic Scholar extracted view of ""Immediate-Head Parsing for Language Models"" by Providen e RIe"
